cust_id,age,income,age of account,customer_segment,prom_0,prom_1,prom_2,prom_3,prom_4,prom_5,prom_6,prom_7,prom_8,prom_9,total_amount_purchased
2e87ba0fba1a4d1a8614af771f07a94d,67,76,16,3,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,200.77999999999997
d8af520c4a8a4c77b921098d7d838c4d,77,51,23,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,23.81
39dbcf43e24d41f4bbf0f134157e0e1e,76,64,46,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,110.92
b62e66ca4dcf4df39fd522e750a88d81,57,98,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.24
faf74115a43b4f718f4d4c0de116ee8a,30,41,7,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.95
0b73997a269247088b2a63355f53ee58,59,89,11,1,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,45.40000000000002
f44b44b53c0548d5b27c812fda4c358a,51,41,30,5,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,75.96000000000002
6e04a90a0e074496b5f229eb1f553433,27,35,6,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,29.560000000000002
262ad0fb526a4d53b572007da60cce24,40,53,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,8.17
9d6da0a2ac54474e8ec986fd21cecef0,42,66,32,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,136.94
571b739ada3041fb8fbd20f23ce034f7,78,58,32,2,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,126.94000000000001
cbebad9819494b479dbf0c1207b4c0c5,64,70,16,3,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,140.34000000000003
0ba6e2ad781c4429afd26cf0b35f2d11,73,51,3,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,23.429999999999996
13bda8fbd70a4814b956df1d55320398,60,64,17,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,44.13999999999999
b19c8e7ac2ff40ae92b4fcf3247f8912,45,54,11,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.509999999999996
21c73d53e2a74bb1b4dc172bff2b1aad,66,49,30,2,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,200.92999999999995
a9780228a1d04539afdee8b745e4be10,76,63,27,2,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,224.76
94f14dcfedba47e18b7efca13dd7574b,52,78,14,3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,117.91999999999997
8a4bc602e4424ab6b16f0b907f2f22af,55,31,7,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.729999999999997
e641af076cc54529bec6ab61fc25f4a6,74,48,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8599999999999985
716a961d2afb4c1d8307522a8cbb4f07,18,47,23,0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,275.61
13033baa9d294c3c9165a00d71b72614,53,96,9,1,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,138.84
0ac5ffb0f1624297a453494b845e1a91,57,46,44,5,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.22
6747dda08bed46298c23e05b64820a3a,71,57,17,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,30.14
4c29d22467af4d7faa137c4eedd65340,83,46,5,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,16.77
e997a086fc13446da2aa9070d98d191a,26,71,7,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13.8
bf8d7498eb32431ab3fedaa14b7d3a0d,43,70,10,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.03
81e9ad5fa55a4884b65e01a5db8f1b4e,79,67,24,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,317.03000000000014
37a97f6e09784a07bbb67bc6539f1a00,55,66,7,3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.23
77927096ab4144fa930b4cadd4773cc2,45,31,9,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16.46
acbc358a8bf44ba88d0de1f2bec5b2ab,52,30,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.8
8ca29d07b300474786a6016fe76174dd,39,55,27,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,156.53999999999996
88baa20c29a94178a43a7d68e5f039d4,77,69,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.249999999999986
a2bd377c7ab74d93bbfd87f70043a9f8,66,60,0,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,30.900000000000002
8486e692a5f94d179d507eaca848ecbd,74,53,47,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55.13
a1eb338ccbca4cc88c9366939f16d819,47,66,54,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,74.17
220a39cdfd6b41268c43a2e588fcb7e0,20,69,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.87
0c89378f14804b42b6e63e4dc26e8d3e,60,108,14,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,127.28
464d2302b99b46ad8eb3e42e1b849c24,65,61,4,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,24.0
3f36bc1d5fc0499b9f96f62348f0f9b0,33,43,39,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.78
dbca75f289544e09836322ba2e104854,49,59,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,38.260000000000005
c863af14b3654499b1caea5e640136d2,68,58,5,4,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,17.19
d7dc31e069124ef49e1bb937cb89f41c,42,80,17,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.74
1827da57bb924833a6f73c79b5f2bbc5,72,33,1,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.14
0f54094029ca4107bfd36203aeb3ed14,67,50,10,4,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,33.06999999999999
5f18c5754dc04baaa1267c823f877a85,52,42,0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.4
d8567f1400d8486cb31c6abba64389ec,38,64,9,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.94
2ce2e03319c7446ca9c379b4589da19b,22,63,2,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,19.799999999999997
4d15a2a5ac134c58971b910b859bec24,34,41,7,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,118.40999999999997
127cd9d95e6247e5b92bff64d6205a94,46,60,43,5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,105.57999999999998
4e233f02eff840c7a3e5ec15d55d7d23,85,67,0,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,22.18
11da2f066d3943699d10b61fd276fd1a,51,92,23,1,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,330.91999999999996
21b02228cd4441b49bf0b5ff046f4b75,48,44,37,5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,58.17999999999999
629fc02d56414d91bca360decdfa9288,52,72,1,3,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,66.05
c87b50fcdd4a4d2faacff6112243a8dd,62,53,28,2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.55999999999999
91dc71c4e9bd45b0861825c32f5ee8f9,42,62,4,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.12
3bd5ba038a5c46cc94e8cd5e5739c967,55,65,9,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.689999999999998
37155a5f4ff248529399c95472186879,68,107,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,253.72000000000003
041fd7c6b796430a867c4e03d2ff8f4d,77,66,45,5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,87.13000000000001
9e91e04b9a344f4e948728bf127967b6,35,72,6,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,261.55999999999995
c74beaa959a742309ba8350b7d472676,45,94,32,1,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,162.90999999999997
c79da41557894c7eacc5c0156dc1f4dc,82,87,18,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.64
8cc1a1bd309842bfaafd4483d994579b,40,57,55,5,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,79.95
83e2ccc1d4374c14865e8e2cf16007dd,66,34,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.6
17c803219d1348d4a016691c947de0ed,52,63,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.18
2204f8ff966f48db90246bd7b5918a7f,68,69,24,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,143.03000000000003
0b9cac742f534951b5af48395dfe6879,21,52,4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,13.98
b818e955451b47db9fc8767fa45e464e,61,44,11,4,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,17.7
d250372c924747d8ac9a8fa88f584bc3,24,61,17,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,155.42
3cea9c09fefb4c33ae2f0aa604af7eb4,26,35,8,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,10.099999999999998
d1a6fe4c241e4dbf8a4da6fd6c714ac5,62,73,27,2,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,232.19
1eed89c11cc749a4bb93d8cef032821d,38,74,12,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,796.77
3f279ee9fd0d4195b0b9574ce0ae6923,61,82,9,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.650000000000006
9df2790f060d430e94f17189042e5671,50,70,6,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,218.67000000000002
ae47fbe72b274838a2093c3e91bc03dc,54,118,17,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,185.60999999999996
d2e88e95c0ae41c0980e4cfc10d162d8,82,73,4,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,36.300000000000004
aa4a681ea192401ab469b616f8fe6885,64,38,0,4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.540000000000001
5a3d291f75984396b6eb2800206ec716,82,72,6,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,16.430000000000003
bf2c086d4c4049289df1e0c8ea08f55c,90,45,2,4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.759999999999998
ad3c443c9ce34aa38929b0a84cb14c04,44,53,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.32
32189735a963491082e35dd4c3221690,83,54,11,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,164.79
2c5c71b7bfaa4e3e8088fc177e6e559b,89,101,34,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,160.51999999999998
307245a5204947e5a9f952daffcad5f2,68,62,28,2,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,142.29999999999998
18174519037241e9b1ddcb627ca4dc41,71,30,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.490000000000002
2f442d5255324bbd9438b8a213544532,89,96,25,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,140.53000000000003
044f41cfd98940119477d73c81f973a3,63,36,11,4,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,12.159999999999998
09e7e40eb89943458f4f79fe2e023dd6,44,36,9,4,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,21.560000000000002
97b2476046874de3975e8feee95a1f98,25,73,27,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69.86999999999999
0ad8a9771c59432f9641e48212b2ccb9,27,70,3,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.290000000000003
2a01c11fdcc441bcbdc842c35adccb2f,67,106,5,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,171.87
0e4e14ea66044a9eaee0b5efbff6ca62,37,64,27,5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,261.37
ace4a7611da040748d1722cda25b6280,55,60,28,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.330000000000002
c894971c9e414a358b84255199727636,30,54,22,0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,700.47
e277228d77a64ab896d6dd6d88f970d3,51,54,35,5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,252.23
6f04a68e93df44d1b2329a399016452b,49,48,5,4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,19.24
27aa749a6f5f448e91327028a2ac7fb5,32,38,33,5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,172.35
ba9fb3e4a7084361914c1647d871d27e,30,69,15,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,167.79
00c6035df45840038a72766c6d27a0db,47,86,16,3,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,241.54999999999995
fffad4f4828548d1b5583907f2e9906b,34,34,18,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,88.83000000000003
4de38d89a91c4286a583085d909817f9,58,70,5,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,30.41
5ad59daa0d6b41f0a0c115443c1d8828,23,49,8,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,74.96000000000002
2b91e3c00a424185ab261b2a204c9718,58,53,10,4,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,122.65
da6c95e567f94dfdb54c16073807fcfe,72,39,10,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,96.14000000000001
b21beefac7b6488f8384774c4d90faca,43,71,15,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,204.5
932715eb8a33450c83c1557c99968c7b,58,39,0,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04
cac7e2d5e1f444debdbebcb02a9d6d3d,43,76,11,3,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,157.16000000000005
327d08559d564f13b6aaf681700c2e6e,81,70,25,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,153.94
c610bd00615c41079c7a1a33f76d9228,42,91,15,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,139.98
716cff13fcd44dc2a96c138950dc48bd,75,71,42,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.559999999999995
c05652fa9d2c4fac9a010ea5a9310c86,62,73,5,3,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.23
e1103f6b4c444f84b65f856738c0f60c,65,39,9,4,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,82.41999999999999
b6905df3630b4137b077b6e1b4b21d75,52,46,16,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.64
393e6938e7eb46cb86bcb04f231efc0f,50,90,45,2,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,99.57999999999998
62fb072537a647a89f99fb9ea66a7c00,73,95,9,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,71.43999999999998
585fb2dc600d4a0f912d8911aba11203,37,50,30,5,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,125.62
9b0e7b326e314b758369c2f794566eb3,65,57,29,2,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,308.01
4e6eb10de9744995be7496f5b1cc7bcf,20,32,35,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,93.69999999999999
e89dce9d75634dc5bf1df0a0cea0f316,46,40,0,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,127.31
e08a264dc9a54efca07e1cf7e9b38480,24,69,38,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.32
a4ac99af1b7f4344b734ac07592ab717,71,95,34,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,333.15999999999997
676506bad68e4161b9bbaffeb039626b,37,92,14,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,191.59
a8719d4d305444579b2d2c1b777c3417,52,85,51,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,142.75
bd215efd787d4305a006a56154fbcb67,41,41,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,22.310000000000002
4bbcb71a7f75455e9957413cf743fef7,20,70,28,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.789999999999996
9ef935700f384fefa0e1a34f92555abd,43,42,12,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,64.73
32fbf97e89274e8a935903f2ad095e1f,73,38,7,4,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,104.78999999999999
b268f71b99b94e1485ed1ccd4c20007b,82,110,25,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,222.45
8f7dd3b2afe14c078eb4f6e6fe4ba97d,48,62,34,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,125.62
dd0fe73d5e7b46e98304b1643394fe9e,79,90,6,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,87.65
b0be9b4679204f82b937260a08e54eb0,51,55,26,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.890000000000004
5e97488a58c641ea8ecb05a8e27fddc4,52,48,0,4,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,31.4
e6590c7f954f4ff482c069b45070b351,28,68,58,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,171.81
bb9cf26ad43044a3b0dd90c22bbd05d1,69,47,50,5,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,56.84000000000001
0861b9ca31b741bb8b411b18f82d18f6,73,92,12,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,298.64000000000004
717a423a31284ce1b767cad1c471d968,57,41,2,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,21.36
b4a4a6b9648a45baa15f438ffb5565e9,58,73,6,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.45
1e78f244cac34e758dff086f30dbc1be,49,39,8,4,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.09
ea8a1cb1c56e42e4807e9ec27b95b97b,51,70,7,3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,22.96999999999999
709189c4727342a782cd28ad41c1b316,74,78,27,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,169.30999999999997
c0f9e4bb1f3a4d30a34f5a835b2c97ea,53,95,34,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,133.39999999999998
9e0369f1045443c2a83a423920155ab3,61,32,4,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.91
cda87c53c8434854b78be68c0cde4848,42,75,10,3,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,148.84
be2b393781594f4da055ef99b4d95e48,50,57,26,5,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,304.6099999999999
e8f6590b4991479eb898457e8ebf4890,60,56,10,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,32.519999999999996
fe23d94e175742209abf65cfbc684153,57,71,7,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,106.30000000000004
4c51ba3886b84781996ca15d42af505d,68,51,28,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.51
1e917541b9324d93bde2bf5ec7ee21a7,56,72,3,3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.53
4786c65ce3d944c09d1562bf9363541a,84,81,10,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.93
a7456960b600412fa516433d4821361c,62,39,4,4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,25.220000000000002
ce9ccae3451247fc98667ef67857b116,63,58,17,2,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,193.47000000000003
62274260252f4b04962ec2f85295b447,67,56,30,2,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,93.95
9bd8945dd46d4e55b6504a0a0878ed51,55,73,14,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,75.52000000000001
508e507b462a4f6cb3dd48bcd3118521,40,39,11,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,33.28
e3cd0a0e1af5463d9cc4d18e4b7b8b63,83,61,6,4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,75.41
6be0513109fe4d738e2af7fb252fefb7,42,57,1,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05
90a221d6183c49d68dd6b2d17e67b2ba,58,36,5,4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,24.57
027596e6ed19471392923eb833b25fd3,35,64,10,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.86
