id,age,income,age of account,num purchases,amount per purchase
9cb34ff9de694c578154da3efc9915db,60,59,8,7,3.5142857142857147
eb834c09384149e88983526893d4d0cb,63,110,7,5,20.534
f93884685d214230bbc7c5f46aef121f,40,51,0,5,14.440000000000001
341276cb09ac42ad8473be091b52b082,79,99,7,7,23.12142857142857
978d48db5c714a4490d904412f85b502,76,114,34,7,26.16857142857143
8c410d84af08408fb41f953c93ffac27,71,56,3,10,16.416
78e9be059fce46a1b610f74e0e812a4a,77,80,29,10,22.236
ad4fd34e9f7e4fd9ae627edd73ca2081,68,66,30,10,14.528000000000002
f20277feaaca40b1ae9295a1d897fcb8,47,92,0,2,33.075
a1ad0bbe76f8403786baa50ff845bc42,78,101,13,5,37.458
50fb5c0c6b1b4f43bd5f4a818dddb513,85,71,28,15,18.278
a97e6f33219c432db82acfa0d19c602d,75,69,59,8,15.232500000000002
c6a2cd4fdc104ea5896ac60300f6842d,76,71,16,14,17.152857142857144
4c0b938c4e994b168f0062d7dbb79796,89,59,36,4,14.129999999999999
23bc15e276d247669fd7d1c08a8fb678,64,95,33,7,25.71142857142857
fae3fbe975cc4421b853947d7448904e,66,72,11,6,18.974999999999998
7798d98a070845328d838312b65ba846,49,68,11,6,2.4149999999999996
203831402e2b49a8bf1fa35263f17165,56,87,15,11,20.314545454545456
816f33d96b624c84a890f87694ac4172,69,118,9,2,27.05
fbc039723b044dfd8a1723a976d667d9,55,54,26,14,15.747857142857143
2c3a4de659584bed8d27cfd865f06928,30,40,9,8,13.848749999999999
28416e7d96d746fb9c1fb8223d9e4914,74,75,34,5,19.894000000000002
24c1287eb7a84cfd80472a82e05b1d57,100,63,34,14,15.544285714285715
a4579681ffca49cfbff6f5453a49bf76,26,40,16,14,43.60857142857144
8a04ab4063e94628b5bbd86781639430,56,53,27,7,11.958571428571428
0acaa564f18b418ba642e2a4ff3e028d,49,74,7,4,25.1575
aec532a91d9948cb828cc657fa27fce2,64,81,28,9,21.08777777777778
9c64321646bf40f6ad1bc98864eaa6b8,48,53,21,4,13.9975
b7658a8eab2f42668a9d66499b001e88,57,81,26,7,18.448571428571427
f5e59835627a49a0b13c4183522225d4,66,74,13,6,17.916666666666668
f970eafddcb34154aa4d646b4a71ca34,66,87,33,8,21.725
c4a3c86c7b5541cf83d443c2a89e5b5a,68,120,9,6,27.42
68081ac19eae44ba99b47c8e1d4161a4,42,56,13,10,14.662
01ef4c6618b64334a15914ff9963eaac,70,92,8,5,27.115999999999996
7a7aece75d5347bd869fbcf707aea6b1,42,71,9,4,16.6675
8b5ae6d6547745d5adae0b0828de3f7d,53,93,34,10,22.235000000000003
f8756fc0eea24e7ba3ccd846efc4d0d5,48,105,25,4,24.1125
01e8739670a042b3877f8e843bdf55a7,54,119,33,8,22.645000000000003
eefbc1aac05142aeb0ce661d3a19ae48,67,71,11,5,17.576
cc40aaa447054294a86c75d79881e35a,76,34,1,7,11.775714285714285
c34eaeb9e68248c382e4483328bb9867,55,53,32,11,12.77090909090909
69b02748e2864894b9a425d079d806ca,89,83,1,2,25.445
ca900921cfdd4b11a432df6f46a3e26d,54,70,5,1,9.77
07ebe89c877e4328b60f4e5676452ee1,73,79,2,3,18.633333333333333
371d6b3a983547709252bbbcbedda147,58,76,17,8,20.39125
8899cbcaf33d4e4d87a3f761b5ff8cf2,64,95,9,9,24.27333333333333
7da4476ec7234c0fa8f05d2336669212,57,83,27,11,23.735454545454544
a0f63f6e1285445dbbdcc5d4943c843f,39,54,15,17,12.564705882352943
b3ad8755d0ac47faa6e9c10954fec6a4,57,67,22,20,18.947499999999998
813f7ade94c14226b49b3ec4ace58718,83,114,34,7,28.36714285714286
ee8eccee44354ee38eea7b4704514136,35,72,6,6,17.328333333333333
58ad7189fe54463fa221873e553f3173,90,72,6,3,15.97
4c1c14245a1f4b138ae662fe2243342f,68,50,7,7,14.895714285714282
c93f9619abd642a684bd79953cef992c,24,59,17,15,40.673333333333325
9ddafd9acd6e441a8ebf8845e2ac5319,63,41,16,20,2.9435
0e72fad934a74c2c97a98c525d64f738,59,59,6,14,14.775714285714285
d11e7279219b418eb0133758d88ee285,61,99,25,6,26.046666666666667
b3a5a87d9e1d4bc48f38945c8f4d5a2a,48,44,21,10,9.418000000000001
5084c3bf96464d63bc54f298ce45aef0,41,100,27,4,25.529999999999998
0872d0fa41104fcaaf143ddc1b81a420,83,73,14,12,20.562500000000004
63682fd0e2454fe098a3aad2c76e0054,53,97,30,8,24.428750000000004
85727ebd2e324b60839c149682294ba7,80,48,6,8,53.94499999999999
611846bccd6b4c35ba48ed6b165b2c2d,63,66,25,11,14.969090909090909
06b99e8cc24b426f8a578c749974b88a,56,109,6,15,26.701999999999998
78364f0145d342c2bd44a169cfb9c332,58,58,28,12,5.148333333333333
b432b74402bb4981a4651c8df1670365,63,70,10,7,3.144285714285714
b6874ec74838469482e7bcce0251acdd,52,57,6,14,2.4221428571428567
a04fcfd571034456aaa6d56c0a3fd9b6,57,37,3,11,28.172727272727272
16ed3ce3996c4f729d597126b8200203,56,59,8,4,16.305
f26062d4f14f464eb345f487f0e912d4,57,95,9,8,26.915
cffd46a4ad444357a62f3929cd07a072,64,112,3,4,26.1575
55c69bafc66d4bf6a7df7f1f752c1b38,36,58,15,9,9.703333333333333
b427c95a76904412885fa43e1b6db748,45,99,21,7,25.582857142857144
5fc96150a4994e3c982e723d06d35e8b,72,81,22,6,19.433333333333334
3115295d227b45ba918d691687350672,79,85,6,14,19.599999999999998
30333ea9ee1e4405adf1b5c54dd60553,28,49,3,3,2.966666666666667
4866a2c8fedd46b98dc2c695f8cc5840,61,78,6,8,17.8225
597bcbdab11c4236aaf895ca94d9aa60,41,37,7,11,12.141818181818179
d7282e3f7eec4cc5a38212189af80d2e,51,92,0,3,25.746666666666666
055a06b9a6ad42fcaa1fe7706b5e21aa,63,70,0,3,18.94333333333333
eaaa456d803e49798017100b16fda6c5,66,94,19,2,24.11
be7ff3cb6bf84ce395471e52b64b70c6,65,66,6,4,14.595
6a619d10e88f489eae05ceb9a8f5b178,33,54,20,14,13.630714285714282
c2c72ce6038644c797208046d1e3498a,49,57,9,9,3.355555555555556
5979ee1e3e744c98afd9f72d9be32546,61,87,28,8,23.9275
6c0c0bacbe0b455c9c0a4ed0f72eb2f9,44,60,10,11,15.181818181818182
8e9cc6311a2e450c9d95f98f1f10c17e,38,55,40,18,4.323888888888889
1ccdd48ea41247248269cb0c5805ca12,83,99,7,6,29.151666666666667
ec290c4f5c204a4c85f256ee190bd583,63,94,30,10,25.57
b3e4bca407e849568ceec8454336bc24,41,41,33,8,3.3787500000000006
7f0124b2a6e94e8fba10c4055d8edde3,56,69,10,8,2.85625
87cef380122f4b21bd8b60979340eb2b,60,55,9,5,16.229999999999997
efeaf350ca114cf685a0e15c482b74fa,60,74,22,5,17.869999999999997
5db55c030129497396446c4d07e15380,41,67,11,9,3.622222222222222
6626b0fcb1f5451b89c2011c9c01e186,56,67,9,15,18.002
854128de8f934c7ab4c967829fe53711,48,47,0,9,10.983333333333334
ef0dcb0bddc54f3595846a87bd1237ef,58,78,22,4,23.490000000000002
5eb5877aa40744bdb8b147b60295dd61,39,85,22,7,23.15285714285714
dbb7655f713f4c2a8a64dc776356c08b,53,98,18,5,29.77
d5f5fd09f88541658e616b46df7f6576,61,67,34,20,18.336999999999996
50429444a86a4298a64522417070096b,79,91,8,6,22.765
cb4a0508e95e41b8a57c59d69a20f06d,60,78,29,7,24.395714285714284
f50ee71f3a3c4d169237ae56e44d13c7,54,47,8,11,12.493636363636362
c80e5ece0bfc4cec9e2116935adc3958,24,35,42,17,2.4382352941176473
fcb6487bac7f4427ac8c7f648adfb4e2,58,71,16,5,19.214000000000002
f7e127d8fc04493385ae51a3b3f6411c,86,84,38,6,22.891666666666666
f92d608f58bf40178cc3c9568750c559,57,100,6,4,24.584999999999997
40ca4949bc5d4567b2521ce9a1ddd6e8,61,72,25,3,15.553333333333333
ae2f9e0ed70f4f3b8667ae2ce7e7e15d,75,53,8,5,15.437999999999999
a453d70e85fd493f9584570a3dae58a8,62,117,0,6,28.26666666666667
b8279605177341faa5a65c6587c1db9c,63,57,0,8,3.4462499999999996
fe02a12cef324b44af769a3710e7f8fd,26,52,7,13,11.760769230769231
a8f4008479514225845105e0fb4e30ca,50,77,32,10,20.746000000000002
0ac4ad9e2a114350a35d4bd48cb92617,45,93,13,12,28.513333333333332
2be977c63b8a41ffa2d6138f692cd7b7,88,64,29,10,15.285999999999998
1dc38ca39f8440399792bedbf3e4ee84,50,92,10,4,19.497500000000002
9aba5058cb4f483da896335a1479a944,65,119,10,15,24.684666666666665
8c0d71b9f13b4906a7be84a55cc57e27,34,46,34,13,8.86923076923077
1f3375bf55ad4d6d9fe17395db638f98,65,98,59,4,29.8575
54a637c5dd8b429d82815e71d3f4ac26,63,62,4,1,12.65
6e87e9e5ecc847849e15939467ac7d4c,84,77,5,2,29.375
461e13a14a074077b3ebd7ad0174e02b,24,51,3,10,14.222
440244d2fe344c3c99478e7aefc1facd,65,119,14,3,36.24666666666667
a200b438d32b4faa98f2b914b1ba7937,64,34,12,5,7.7360000000000015
70938b2cdda040a4b513a39d9ac381ed,66,112,9,6,32.266666666666666
421260f3c6cf49018be314fa93446ff9,54,96,0,4,24.002499999999998
55540073b2be424a9729852465b1b8df,50,75,6,11,20.177272727272726
532638c9f8d942a5bb39688d2f8bac20,80,87,11,6,19.12
bfea1616533f4ca0971407dc5a63b7c7,32,43,13,19,10.110526315789475
1cf78b092c964dbbaf4fc82cbaed6c54,68,32,10,18,8.53611111111111
b30df99d6d0a4544a7d8f2beb79f7a68,66,104,11,3,31.386666666666667
c35b03c286fa44bea8a1739558a87d3f,80,54,35,7,12.885714285714288
8edaf0e1d7e44db4a81f2c3acec22665,82,68,6,15,16.318666666666665
431c4c38270f43aba599470ac6ec0e7a,45,94,7,2,23.0
de938b5f2be14afe96fbf02398907c2c,67,50,12,24,13.855416666666665
03374e3f14564b36a7138154ed8c194a,30,41,19,9,2.9122222222222227
11d7a9296e35432f8a34b21e337529fb,53,100,30,3,22.836666666666662
d72d201be5794279aa716d8ad82b8d90,51,73,29,17,18.271764705882354
f707d8ac81e84b6a82d6ef640ca4a22c,38,66,6,1,13.17
6cabe7c6741e4f0eb048ca7db74aadc3,52,45,54,8,4.1850000000000005
bd7528c4abbe4c4db28fa0b6a20e2c4c,51,67,53,18,4.010555555555555
0caa5fbb22264d78a9608ce3761761e7,71,74,34,4,16.740000000000002
4324b549f593457696d336c2925ee12f,65,99,33,8,24.9475
c224c3eb8ca34ea0b5c5f2981cb4085f,50,63,6,11,17.633636363636363
79aa711ee90c4297b1c6cb6f7d40421a,20,60,5,8,2.175
993f1b479403428d9a7af63109cd7d94,49,31,2,8,34.54375
5638a1d0d55a4556a64a87118fdfe695,95,64,10,8,13.963750000000001
8bf702aaba5244bfaa580aca1189922b,83,99,6,5,27.004
0f792a0ea8cb4a6c86cf52c055f1510f,56,70,29,6,18.686666666666667
6dae9375dafb4329b4d69ebbd04fdca7,52,114,11,5,26.588
309e6ef35e8746ec9031a781304bd5cd,59,83,18,6,23.25
20260caf2ea641a882c2127ed2073a4e,59,51,26,6,11.953333333333333
026876bc8c6a4e0c8e330342c92cc844,49,74,7,1,26.38
89cf536cbae74755a29d55a89ed175b9,62,46,51,15,3.732
e58ffa65111b459c9d6d98b0e137d4b7,56,80,34,12,19.365
5a89bd9fa2374a81bba2373dee6ffbc9,51,97,15,7,27.83285714285714
21eef0356f42406c9e70c5e1c03ab378,47,62,49,7,15.534285714285714
c382ccba648a45b0bb55f3465df838aa,36,57,9,24,3.8233333333333337
93c230e2ff31416c9fc190cd560f8653,45,58,20,14,14.749285714285714
c1e96618c1e74fd192f8a5bb29b014f3,18,67,13,13,16.641538461538463
efb2c8c6351b423b97bc5508ba62dfde,83,114,16,3,33.68666666666667
a187f250fe72405788e7fcf0c20b8e09,51,106,16,4,32.0225
24f1885ca61046c4b86b19858d3ae911,83,93,13,12,23.24
9ab83b0a9fe74e4ead33c741bcc4c2ea,69,97,16,14,24.685714285714283
648bf85977494f6592d776c42896c3bf,81,101,11,8,27.241250000000004
5647967694bb4af49ea07dd2dc835ea8,48,87,34,8,24.15
3915674b75774fd8a5dccf50bc871d60,41,89,5,6,21.478333333333328
614061b6bc56480f99271dd3b3402a69,39,77,27,13,17.823076923076925
80df0308856f4207be404ae750b73399,46,36,10,17,8.159411764705883
05beec1cbeb8481d9bfb5844343ba374,53,83,31,6,27.191666666666666
c1e4888e931740838f7ef3bbd04a114c,93,48,57,13,3.218461538461539
0cc13b3094c7473aa4fd1a6b35d25652,79,61,3,7,4.435714285714286
faa6311660b24390bf14c3d52db6afeb,36,64,9,6,16.083333333333332
d7c7866cc48b4ec38714c2979d31c979,39,78,30,15,20.970666666666666
352ccf90feeb4c92a54834c7ad2b66bf,52,87,26,6,23.575
a4cd8d3f09a44dd09960e7e96df805a5,60,117,3,4,26.9875
9da3f2339b244229a8337572e982b189,49,36,6,4,4.7175
73ffefd41e9a4ca3ab26b2b3697c6eb7,67,67,33,8,16.4975
3e621194f72e40d7a0b695ee9b7c38b7,59,90,11,7,22.548571428571428
4c4ef31a68624cbbb92d813c24b1aef8,68,108,15,6,24.645
f6fd0096e1c94e70bab82c03cf88e88e,88,73,14,16,18.418749999999996
3176a9b487b94539a391a3bbea9f08ab,62,88,1,2,27.009999999999998
9f2bbc9d8b65448aab330a6059292679,44,39,5,8,2.8137499999999998
a1c72a010c5746f28251ae4267816025,40,50,4,2,9.83
15ab73bf4cc4467db865911592678b38,72,60,59,17,3.909411764705883
9675cdd10b144aff8be41a7eea5e9670,71,67,33,11,17.740909090909092
088debab4050432abc4817f192abc702,37,57,2,2,16.765
56163abfe5a848debe17c970e7f0c2d1,94,84,19,2,16.39
2f19dfa70eef432380ec50165be2f884,67,50,22,4,15.735000000000001
5508e87b5a874f5fb73492a7e3e25309,46,36,30,11,9.583636363636364
3b163517605a48a6a80dcf59cbad3b6f,65,71,1,2,21.695
732bd0b897334fe1ae49ccad7dd3ae61,66,34,11,17,1.9752941176470586
f3259dc67efc4a04b6f6749d360e0e96,65,57,21,9,14.978888888888886
3bcc51fdde354eb1949c813dbc905182,54,52,25,10,11.627
4ff9be4a461b4130ae28887591c15915,50,110,4,3,19.28
40399df768594afaa13aaca0b273608d,76,62,19,12,13.941666666666665
be988e03caab4d33bc04d4e37f5d2e72,56,82,18,6,25.87166666666667
4db19c668503480794c5f97c1a50ae69,29,53,33,17,15.498823529411762
f849c40455e04eb18b2f3321c592d4cf,51,56,26,10,52.347
41f80ce7d1034e3d8ca1d2768f7b3e09,57,70,22,11,21.315454545454543
1cfcd68cdb744c0eaae1b4147bcd425c,74,72,0,4,4.245
f0a5f53e6d664fdbbd9ade454d40f0d4,49,59,1,7,16.395714285714284
0091d2b6a5ea4defaa8393e4e816db60,62,81,25,12,23.263333333333332
02c6daf74a49491ca397f105ef944784,54,109,27,3,26.313333333333333
b860d355ef6e4c66b5d5a837c56ef32d,49,110,6,4,32.8025
99c3a74676344e3b8689d34aa78e9113,69,89,32,11,21.216363636363635
e6678c42a1064450814bd0818a95a76b,40,51,7,11,12.57909090909091
7ac5250da1b746e6b56a9e6d8a7b3fd4,52,31,33,10,7.003
08e66f9936c545d4aedf21d35b96baf6,62,55,35,9,11.734444444444444
01443a2afce54939a323c978f467c540,61,118,33,16,26.120624999999997
1148ad32c9a74c2096e4cbbbf8bf681f,22,55,11,9,13.21
1c05e4a68fc04d3da27454cb7eaa6144,90,104,22,9,122.14222222222224
0951cc66d2f841e99cce016730c3f6da,72,41,32,15,30.094
4ac501588722457a8bc357dc2a500aae,69,93,28,6,29.55666666666666
c8463fa0d79b434b960ce94253b68221,71,43,8,9,2.96
18a6ec6f4a534611bdbfda76d3244852,58,38,1,3,2.92
aa63cd031bd94e529bae043b7b7e5e0f,58,41,9,4,10.765
9fecadbfbb974653af266155ae719b53,49,73,56,8,19.74625
df3da7cfcf614b3481b65c89657994ed,57,90,30,8,25.44625
8087bee1c6164205804a1e5459138752,48,82,21,5,19.904000000000003
188540a144304408b5ce19148b295f31,66,62,16,10,16.202
021c1940868647efbcb40ccdb942813b,46,73,41,5,17.256
b87a63894b164eae86b2c2e421f966ea,51,91,14,4,20.512500000000003
19e23fd8962b4b04934e410e8e134833,67,58,35,19,13.170526315789473
0231c913a51e420783be6bdeb75aa842,28,65,6,8,4.25125
2fc2ef210bdd44b1bbebf4f5e809c871,20,55,10,8,20.262500000000003
7e45faba0a8346379d0c296f1df8ae1d,58,92,17,10,23.429000000000002
cd8528f0605e4353831185492f547598,54,82,17,10,20.207
8af6963021ce40e78a2281e17fb186f7,56,55,25,12,15.213333333333333
3a1747f3e741449387bb614da8e0171c,56,91,0,2,23.465
869273c231804c919cb159c536b60483,79,94,55,10,23.115000000000002
97c8db12d9de44febcf5b937fe549be8,63,74,23,9,21.484444444444446
d682f4b1e4524836aa66ba7d5e6629b7,70,58,34,10,12.619
7195944f0cc34115b0a5e7b4a62055f2,47,77,28,11,17.767272727272726
c6e579c6821c41d1a7a6a9cf936e91bb,72,35,9,4,1.7375
136d774c59da4d0b9c8f88225e2b0be1,58,37,3,12,11.087499999999999
291cba1be979478ca1aa0ba29bc0c849,74,61,6,4,16.7275
0de88a1f670a470ab5dda5e4242bcbb9,65,88,15,6,27.825
3938125799fc4ebca4d77ca64701926e,56,83,26,6,22.356666666666666
be8f765ae7774446bbbd3db35a6ed4a6,38,69,4,14,18.978571428571428
75bb371cf36d4a9186397a9866ed2fbe,70,78,8,1,31.44
7d382450e3b241748bbe665661bc4273,64,70,43,9,19.66
a4ebb3f91224451a93cb4597ca3ceb41,43,47,4,6,9.213333333333333
7fb2ca83a6e44523a9bd52760ca2a51e,64,59,46,12,2.4008333333333334
a0b7b9a0de5d43a7badb49673bd85c65,50,67,34,10,19.151000000000003
754876debbb94994a6c4e45510eeb124,56,106,11,7,28.304285714285715
4357cb4e15f04f988045c5a7e37c5775,58,77,7,13,20.24461538461538
f3949ede37024d96bc306c64aebf3695,73,67,32,12,14.542500000000004
9a0905e16caf4cedb73580ec1b26b74f,22,50,8,5,4.029999999999999
7f881de7bb3a4e55b51230bf4daa0994,50,110,8,7,23.84857142857143
f608dc84f5f744a888a4d6e64a770134,68,115,14,4,25.41
dc8f30fc38294c4e896ba41f53939d41,68,117,2,4,29.057499999999997
49205a132a7e4cc3a28b5de8286300c3,84,68,3,7,18.054285714285715
09516b73ace043c395bd5292845912f1,74,52,1,6,2.5733333333333337
8c843138f8d642da9bec4370e87c38d9,49,70,8,2,23.61
25aa446cf4ff48b18c9de45c182840d4,30,69,32,17,51.90411764705883
941d896288ab4ceb8d96d8b02e2e96e4,74,97,11,2,35.709999999999994
776776cd1717444c89dc11101ae4a21f,55,57,3,6,3.116666666666667
50125c58c6794f84bd12049eb1f60239,69,34,2,6,8.370000000000001
4b9ff777788d4a36965b02257758b7f8,49,112,34,9,24.112222222222226
393833837038441aa4eb172c1220ad2a,64,59,13,8,17.830000000000002
fb4d977017f24913a9602692fc881b2e,91,37,11,15,10.342666666666666
91b8bd3486414b79a3cf714f2f63d51b,65,77,17,4,17.75
d3319408a4864682abdeef1e8e81f692,42,53,6,12,13.58333333333333
b0d214d419dc495e84bda1eebf17210b,53,32,17,9,6.343333333333333
eb54db3fc001441298a525285b8f6447,47,53,9,6,13.07
d6ceef64dc7942338d3b6c1853f146c5,42,48,23,10,1.967
4c334d1bf6164df59383174c7310803f,60,47,1,6,13.666666666666666
44302ac6a6c34a55aec6de40b61e286f,89,81,10,5,23.298
fb2fc8d52449467b8782559cca62332e,54,91,11,3,21.930000000000003
522c3cb8b22e4b1daa25ebf62d22645f,53,95,6,3,21.86666666666667
f6917207e4214ac4abbf4b3dc089af90,90,75,5,2,12.18
bccd10b69e4a4883b153646030e34f6c,57,51,29,10,11.559000000000001
f5e705aa4a81404abe294559f1904fb7,37,100,33,9,24.994444444444447
78d3cf9592744e0591fc6d003d20e58d,65,79,49,12,20.351666666666667
f5112242df984403bfb4176d4487aef3,96,72,7,4,18.87
ebe822d6c590402fa46d0cd3cba32c21,62,103,31,8,25.7025
8981e545b60a4a33a060cdc25c4e7ada,50,92,19,5,24.874
1792e4aafac94412ae1cd299353c8e15,57,89,26,5,24.153999999999996
0199681637524988a14245632b8376af,74,72,7,10,22.296
7eb42a9d454c4cb8b18d363026192959,88,71,16,4,18.702499999999997
705fed9a6292424288c3e6f09264027a,49,44,30,10,13.147
89753fc1ad8640108a21cba0606e0050,49,115,2,3,25.046666666666667
3d48ea8b03644af2aeddd6804491f144,22,36,6,21,8.103809523809524
992aed77ecda4f5180d5da87adaff710,55,58,25,6,17.46
8d47cbb1da6a4503b2e3b7abdebf6ecb,52,71,5,4,21.405
533342f427824eb59adc4aa9949fe666,42,56,29,7,13.242857142857144
1cb9e98e7a29426eb30becdf850727d0,70,101,22,10,23.209000000000003
686c4f4215c34e9e97cabd991bfe3abf,57,111,32,2,20.7
4d09daca61dc49b49e9e97b03ee3fe27,62,67,20,13,18.22
e242bb9c734c4c6093feadfd95cf5e87,90,71,1,4,21.377499999999998
00b901d68f8f4fd68075184cd0f772d2,68,76,1,4,13.387500000000001
eb96c54abda74fa5862e03662b0953ed,43,63,9,6,19.37333333333333
720d1757d1d8444294aea1f0b05cf3fc,20,47,52,9,3.0888888888888886
56c1574caaa24a07b4962967f2dcc1fa,73,75,0,5,101.46400000000001
ac1cc98adbb3419db722ecbdb1583426,69,84,20,12,23.290000000000003
20570cb0c03947699a75887bb6a65145,33,56,10,15,15.108666666666668
716bbdabd4d0498da48299483c7046d2,39,35,11,2,2.885
1ee6879d8f294adaa5bc6cbc0f609df1,51,84,16,6,22.011666666666667
62243cd711cd44238bd266c3cce4dd7f,59,109,35,5,21.604
e0f65aef367b43f8a2a942efed83f87a,49,79,6,1,22.42
4225e40a26b24128890708144eab8a5e,76,85,48,8,20.335
2481f1fcfbcb4b288e5a03af02d95373,64,83,19,4,20.9475
